Marital_status,Course,Nacionality,Admission_grade,Gender,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
Single,Management,Portuguese,118.2,Female,31,0,5,8,1,13.0,2,0,5,9,4,12.25,0,Dropout
Married,Nursing,Portuguese,105.7,Female,27,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,Graduate
Single,Veterinary Nursing,Portuguese,126.9,Female,24,0,6,8,6,13.285714285714286,0,0,6,13,6,12.875,0,Graduate
Single,Veterinary Nursing,Portuguese,150.0,Female,23,0,6,11,4,11.5,0,0,6,12,4,12.2,0,Enrolled
Single,Nursing,Portuguese,108.4,Female,20,0,7,8,7,11.9625,0,0,8,9,8,13.044444444444444,0,Graduate
Single,Nursing,Portuguese,114.2,Female,20,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,Graduate
Single,Nursing,Portuguese,140.0,Female,24,0,8,8,7,14.985714285714286,0,0,8,8,7,14.985714285714286,0,Graduate
Married,Management,Portuguese,142.5,Female,39,0,5,8,4,11.25,0,0,5,8,4,11.5,0,Enrolled
Single,Journalism and Communication,Portuguese,126.5,Female,18,0,6,8,4,12.5,0,0,6,6,5,12.6,0,Graduate
Single,Veterinary Nursing,Portuguese,111.3,Female,20,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,125.1,Female,18,0,7,10,7,13.78,0,0,8,10,8,13.661,0,Graduate
Single,Nursing,Portuguese,126.3,Female,19,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,Graduate
Single,Veterinary Nursing,Portuguese,142.2,Female,18,0,5,7,5,13.8,0,0,5,5,5,12.6,0,Graduate
Single,Advertising and Marketing Management,Portuguese,110.2,Female,22,0,5,7,3,12.666666666666666,0,0,5,6,4,12.0,0,Enrolled
Single,Nursing,Portuguese,127.0,Female,18,0,7,7,7,14.424285714285714,0,0,8,8,8,13.9375,0,Graduate
Single,Social Service,Portuguese,128.6,Female,18,0,6,7,6,13.166666666666666,0,0,6,6,6,12.5,0,Graduate
Divorced,Management (evening attendance),Portuguese,130.4,Female,30,0,5,10,3,10.666666666666666,0,0,5,8,5,10.4,0,Enrolled
Married,Social Service,Portuguese,134.4,Female,34,9,16,20,14,12.071428571428571,1,11,13,13,11,12.272727272727272,0,Graduate
Single,Social Service (evening attendance),Portuguese,100.0,Female,38,0,6,10,3,10.25,0,0,6,7,1,12.0,0,Dropout
Single,Nursing,Portuguese,133.0,Female,19,0,8,8,8,14.11,0,0,8,8,8,14.11,0,Graduate
Single,Basic Education,Portuguese,126.7,Female,19,0,6,9,5,12.4,0,0,6,10,3,10.666666666666666,0,Dropout
Single,Journalism and Communication,Portuguese,129.0,Female,21,0,6,7,6,12.0,0,0,6,6,6,12.0,0,Dropout
Single,Journalism and Communication,Portuguese,133.7,Female,18,0,6,6,6,14.833333333333334,0,0,6,6,6,13.5,0,Graduate
Single,Veterinary Nursing,Portuguese,122.2,Female,20,0,6,7,6,15.428571428571429,0,0,6,7,6,13.5,0,Graduate
Single,Management,Portuguese,128.9,Female,18,0,5,7,5,11.6,0,0,5,11,5,11.4,4,Graduate
Single,Communication Design,Portuguese,154.4,Female,18,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,Graduate
Single,Oral Hygiene,Portuguese,130.0,Female,36,0,7,9,1,9.8,0,0,7,7,0,0.0,0,Dropout
Single,Management,Portuguese,113.0,Female,18,0,5,12,4,10.714285714285714,0,0,5,9,4,11.0,0,Graduate
Single,Equinculture,Portuguese,123.3,Female,21,0,5,7,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Equinculture,Portuguese,130.0,Female,21,1,6,13,3,12.333333333333334,0,1,6,12,1,13.0,0,Dropout
Single,Veterinary Nursing,Brazilian,101.3,Female,18,0,6,13,6,13.0,0,0,6,15,6,12.25,0,Graduate
Single,Advertising and Marketing Management,Portuguese,113.7,Female,18,0,5,7,4,11.4,0,0,5,5,4,11.25,0,Graduate
Single,Nursing,Portuguese,138.8,Female,19,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,Graduate
Married,Agronomy,Portuguese,140.0,Female,29,0,6,11,5,12.6,0,0,6,6,6,12.666666666666666,0,Graduate
Single,Management,Portuguese,130.0,Female,20,4,7,8,7,13.0,0,2,5,5,5,13.4,0,Graduate
Single,Nursing,Portuguese,132.5,Female,18,0,7,7,6,14.316666666666668,0,0,7,7,6,14.316666666666668,0,Graduate
Single,Veterinary Nursing,Portuguese,117.4,Female,19,0,5,7,4,12.75,0,0,5,5,5,12.0,0,Graduate
Single,Management,Portuguese,109.8,Female,19,0,5,5,5,13.4,0,0,5,5,5,12.6,0,Graduate
Single,Social Service (evening attendance),Portuguese,116.5,Female,37,0,6,6,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Veterinary Nursing,Portuguese,165.2,Female,18,0,5,6,4,15.75,0,0,5,5,5,13.8,0,Graduate
Single,Basic Education,Portuguese,113.0,Female,21,0,6,9,5,12.4,0,0,6,11,1,11.0,0,Dropout
Single,Social Service,Portuguese,123.3,Female,19,0,6,8,6,11.5,0,0,6,7,6,12.333333333333334,0,Graduate
Single,Advertising and Marketing Management,Portuguese,116.7,Female,19,0,5,5,5,13.4,0,0,5,5,5,14.0,0,Graduate
Married,Management (evening attendance),Portuguese,110.0,Female,35,0,5,9,3,11.666666666666666,0,0,5,7,5,11.8,0,Enrolled
Married,Nursing,Portuguese,118.9,Female,30,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
Single,Journalism and Communication,Portuguese,103.6,Female,27,4,8,11,7,13.285714285714286,0,4,7,13,5,11.6,0,Dropout
Married,Tourism,Portuguese,122.7,Female,45,0,6,10,4,11.5,0,0,6,16,2,10.5,0,Dropout
Married,Social Service (evening attendance),Portuguese,113.5,Female,50,3,9,11,8,13.25,0,2,7,8,7,11.714285714285714,0,Graduate
Divorced,Management,Portuguese,128.2,Female,41,8,14,24,11,12.25,3,5,10,12,10,13.4,0,Graduate
Single,Nursing,Portuguese,120.0,Female,26,0,7,8,6,12.0,0,0,7,8,6,12.0,0,Enrolled
Single,Agronomy,Portuguese,130.0,Female,44,0,6,10,1,12.0,0,0,6,6,0,0.0,0,Dropout
,Management,Portuguese,110.0,Female,23,10,15,15,13,10.923076923076923,0,5,10,10,7,11.142857142857142,0,Graduate
Single,Biofuel Production Technologies,Portuguese,117.7,Female,34,10,12,12,10,12.0,0,5,10,11,5,11.0,0,Dropout
Single,Management,Portuguese,99.6,Female,21,0,5,10,5,13.714285714285714,0,0,5,7,5,14.4,0,Graduate
Single,Management,Angolan,117.9,Female,22,0,5,8,1,10.0,0,0,5,8,2,13.0,0,Dropout
Divorced,Social Service (evening attendance),Portuguese,113.0,Female,32,0,6,18,2,10.333333333333334,0,0,6,7,6,11.5,0,Graduate
Single,Oral Hygiene,Brazilian,124.4,Female,20,0,7,8,7,12.728571428571428,0,0,8,8,8,14.625,0,Graduate
Married,Social Service (evening attendance),Portuguese,140.0,Female,59,10,15,22,12,13.333333333333334,0,8,8,8,8,12.875,0,Dropout
Married,Management,Portuguese,132.4,Female,30,6,11,20,9,12.22222222222222,0,3,9,16,9,11.6,0,Enrolled
Single,Tourism,Portuguese,124.0,Female,18,0,6,7,6,11.333333333333334,0,0,6,9,6,10.833333333333334,0,Graduate
Married,Management (evening attendance),Portuguese,132.0,Male,25,0,5,8,4,11.0,0,0,5,7,4,12.0,0,Enrolled
Divorced,Management (evening attendance),Portuguese,149.8,Male,36,0,5,5,5,13.8,0,0,5,6,5,13.8,0,Graduate
Single,Oral Hygiene,Portuguese,160.0,Male,36,0,7,16,1,12.0,0,0,7,13,0,0.0,1,Dropout
Single,Advertising and Marketing Management,Portuguese,114.6,Male,19,0,6,9,4,11.25,0,0,6,11,3,10.166666666666666,0,Dropout
Single,Management (evening attendance),Portuguese,120.0,Male,25,0,5,6,4,10.5,0,0,5,6,5,12.0,0,Graduate
Single,Agronomy,Portuguese,100.0,Male,35,17,18,20,18,11.555555555555555,0,11,13,13,13,11.615384615384617,0,Graduate
Single,Social Service,Portuguese,128.5,Male,20,0,6,13,1,14.0,0,0,6,7,0,0.0,0,Dropout
Single,Agronomy,Portuguese,113.0,Male,35,0,6,17,1,13.0,0,0,6,8,0,0.0,0,Dropout
Single,Social Service,Portuguese,150.8,Female,27,0,6,13,2,11.0,0,0,6,14,1,11.0,0,Dropout
Single,Nursing,Portuguese,130.8,Female,18,0,8,8,7,13.68142857142857,0,0,8,8,7,13.68142857142857,0,Enrolled
Single,Nursing,Portuguese,114.5,Female,23,0,7,11,6,12.1,0,0,7,7,6,12.616666666666667,0,Enrolled
Single,Social Service (evening attendance),Portuguese,114.8,Female,19,0,6,8,4,10.5,0,0,6,8,4,11.25,0,Graduate
Single,Nursing,Portuguese,126.2,Female,18,0,7,10,5,11.94,0,0,7,8,6,12.8,0,Enrolled
Single,Nursing,Portuguese,129.0,Female,26,0,7,11,4,12.86,0,0,7,10,5,11.566666666666668,0,Dropout
Single,Social Service,Portuguese,110.5,Female,19,0,6,10,6,14.25,0,0,6,7,6,14.0,0,Graduate
Single,Nursing,Portuguese,132.5,Female,19,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
Single,Animation and Multimedia Design,Portuguese,130.7,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,130.4,Female,19,0,7,7,7,13.894285714285711,0,0,8,8,8,14.3625,0,Graduate
Single,Nursing,Portuguese,124.3,Female,19,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,Graduate
Single,Veterinary Nursing,Portuguese,132.6,Female,19,0,5,5,5,13.6,0,0,5,5,5,14.6,0,Graduate
Single,Social Service (evening attendance),Portuguese,146.7,Female,21,3,6,6,6,14.666666666666666,0,2,6,6,6,13.833333333333334,0,Graduate
Single,Journalism and Communication,Portuguese,130.1,Female,18,0,6,6,6,13.666666666666666,0,0,6,7,6,13.0,0,Graduate
Married,Tourism,Portuguese,120.0,Female,33,9,12,22,10,13.3,0,9,11,11,11,13.727272727272728,0,Graduate
Single,Social Service (evening attendance),Portuguese,121.3,Female,32,7,11,13,11,13.454545454545457,0,5,11,13,7,12.428571428571429,0,Graduate
Single,Nursing,Portuguese,133.3,Female,17,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,Graduate
Married,Nursing,Portuguese,110.5,Female,31,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
Married,Social Service (evening attendance),Portuguese,102.5,Female,32,0,6,6,6,11.333333333333334,0,0,6,8,5,13.0,0,Graduate
Single,Veterinary Nursing,Portuguese,150.9,Female,18,0,6,8,6,16.0,0,0,6,10,6,14.625,0,Dropout
Single,Communication Design,Portuguese,106.6,Female,31,2,6,8,5,11.0,0,4,6,12,6,10.166666666666666,0,Enrolled
Single,Tourism,Portuguese,118.3,Male,20,0,6,8,6,12.857142857142858,0,0,6,9,5,12.4,0,Enrolled
Single,Management (evening attendance),Portuguese,117.9,Male,40,0,5,5,0,0.0,0,0,5,6,0,0.0,0,Dropout
Married,Management (evening attendance),Portuguese,135.0,Male,32,0,5,5,5,14.8,0,0,5,5,5,14.2,0,Graduate
Single,Informatics Engineering,Portuguese,120.0,Male,40,1,5,7,1,13.0,0,2,5,5,2,14.0,0,Dropout
Single,Animation and Multimedia Design,Portuguese,167.1,Male,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Management (evening attendance),Portuguese,115.8,Male,28,4,9,14,4,10.0,0,1,6,6,1,10.0,0,Dropout
Single,Communication Design,Portuguese,141.2,Male,19,0,6,11,5,11.2,0,0,6,7,6,12.0,0,Graduate
Single,Journalism and Communication,Portuguese,118.4,Male,19,0,6,8,6,11.833333333333334,0,0,6,11,3,13.0,0,Graduate
Single,Management,Portuguese,134.3,Male,21,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout
Single,Management,Portuguese,128.7,Male,22,0,5,8,2,10.5,0,0,5,10,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,116.1,Male,18,0,5,8,5,12.5,0,0,5,7,5,13.571428571428571,0,Dropout
Single,Animation and Multimedia Design,Portuguese,100.0,Male,27,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Animation and Multimedia Design,Portuguese,118.8,Male,19,4,10,10,5,11.0,0,2,7,8,2,10.0,0,Enrolled
Married,Management (evening attendance),Portuguese,130.0,Male,30,6,10,14,9,12.333333333333334,0,7,10,12,8,12.0,0,Graduate
Single,Equinculture,Portuguese,150.0,Male,28,0,6,9,0,0.0,0,0,6,8,1,10.0,1,Dropout
,Informatics Engineering,Portuguese,116.0,Male,34,0,5,14,1,17.0,0,0,5,10,2,11.0,0,Enrolled
Single,Management,Portuguese,99.0,Male,21,0,5,5,5,11.0,0,0,5,11,3,11.428571428571429,0,Enrolled
Single,Social Service,Portuguese,132.0,Male,20,0,6,11,5,11.142857142857142,0,0,6,9,6,11.571428571428571,0,Graduate
Single,Tourism,Portuguese,125.0,Male,31,3,8,19,5,12.166666666666666,0,3,7,12,5,12.0,0,Dropout
Single,Informatics Engineering,Portuguese,116.2,Male,21,0,5,9,2,11.0,0,0,5,8,2,11.5,2,Dropout
Single,Advertising and Marketing Management,Portuguese,100.0,Male,27,0,5,8,1,11.0,0,0,5,6,3,10.666666666666666,1,Dropout
Single,Journalism and Communication,Portuguese,132.9,Male,19,0,6,10,4,13.25,0,0,6,13,5,11.8,0,Graduate
Single,Journalism and Communication,Portuguese,132.5,Male,21,0,6,7,0,0.0,0,0,6,11,1,10.0,0,Enrolled
Single,Agronomy,Portuguese,140.0,Male,21,0,6,17,2,12.5,0,0,6,10,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,100.1,Male,35,6,10,10,7,12.142857142857142,0,4,9,9,4,12.25,0,Dropout
Single,Veterinary Nursing,Portuguese,128.2,Male,28,0,5,8,3,12.0,0,0,5,10,3,11.333333333333334,0,Dropout
Single,Advertising and Marketing Management,Portuguese,133.4,Male,24,0,6,6,4,11.25,0,0,6,9,4,10.428571428571429,0,Enrolled
Single,Journalism and Communication,Portuguese,136.1,Male,19,0,4,8,0,0.0,1,0,6,0,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,123.0,Male,20,0,6,7,5,12.4,0,0,6,8,4,13.0,0,Enrolled
Single,Communication Design,Portuguese,130.3,Male,20,0,6,6,6,12.833333333333334,0,0,6,8,6,12.666666666666666,2,Graduate
Single,Informatics Engineering,Portuguese,153.7,Male,19,0,5,7,1,13.0,0,0,5,7,2,10.0,0,Enrolled
Single,Veterinary Nursing,Portuguese,142.5,Male,37,5,7,7,5,12.0,0,3,7,7,3,11.666666666666666,0,Dropout
Single,Tourism,Portuguese,114.6,Male,19,0,6,13,2,12.0,0,0,6,12,1,13.0,0,Dropout
Single,Nursing,Portuguese,108.5,Male,36,0,7,18,0,0.0,0,0,7,7,0,0.0,0,Dropout
Single,Management,Portuguese,140.0,Male,29,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout
Single,Agronomy,Portuguese,120.0,Male,30,0,6,10,6,11.375,0,0,6,10,5,11.6,0,Graduate
Single,Advertising and Marketing Management,Portuguese,120.0,Male,32,1,6,15,2,12.0,0,0,6,7,0,0.0,0,Dropout
Single,Social Service (evening attendance),Portuguese,127.6,Male,26,0,6,6,6,11.833333333333334,0,0,6,6,6,11.666666666666666,0,Enrolled
Married,Agronomy,Portuguese,140.0,Male,37,0,6,17,1,12.0,0,0,6,23,2,10.5,1,Dropout
Single,Informatics Engineering,Portuguese,111.3,Male,27,1,6,7,3,12.0,0,2,6,7,2,11.0,0,Dropout
Single,Journalism and Communication,Portuguese,131.0,Male,18,0,6,7,6,12.714285714285714,0,0,6,8,5,11.833333333333334,0,Graduate
Single,Nursing,Portuguese,139.5,Male,18,0,8,8,8,15.3,0,0,8,8,8,15.3,0,Graduate
Married,Agronomy,Portuguese,110.0,Male,32,2,8,12,2,11.5,2,0,7,9,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,130.0,Male,20,0,5,12,1,13.0,0,0,5,8,3,12.6,0,Enrolled
Single,Agronomy,Portuguese,115.0,Male,22,0,6,12,0,0.0,0,0,6,10,0,0.0,0,Dropout
Divorced,Nursing,Portuguese,154.3,Female,32,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
Single,Management,Portuguese,135.0,Female,21,0,5,8,4,11.0,0,0,5,8,5,12.0,0,Enrolled
Single,Advertising and Marketing Management,Portuguese,115.2,Female,19,0,6,7,3,12.666666666666666,0,0,6,10,5,13.125,0,Dropout
Single,Journalism and Communication,Portuguese,130.6,Female,18,0,6,6,6,13.5,0,0,6,6,6,14.0,0,Graduate
Single,Management,Portuguese,117.4,Female,18,0,5,7,5,12.0,0,0,5,10,5,11.4,0,Graduate
Single,Management,Portuguese,150.0,Female,38,0,5,6,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Basic Education,Portuguese,131.3,Female,21,0,6,8,5,11.8,0,0,6,8,4,10.5,0,Dropout
Single,Social Service,Portuguese,120.4,Female,21,0,6,12,2,11.5,0,0,6,13,1,13.0,0,Dropout
Single,Management (evening attendance),Portuguese,113.6,Male,26,0,5,11,2,11.5,0,0,5,10,3,12.0,0,Enrolled
Single,Nursing,Portuguese,125.0,Female,19,0,7,7,6,14.616666666666667,0,0,7,7,6,14.616666666666667,0,Graduate
Single,Nursing,Portuguese,132.3,Female,19,0,8,8,7,14.06,0,0,8,8,7,14.06,0,Enrolled
Single,Tourism,Portuguese,142.7,Female,18,0,6,9,4,11.0,0,0,6,12,3,11.333333333333334,0,Dropout
Single,Management,Portuguese,130.0,Female,25,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,120.8,Female,19,6,14,22,7,12.192307692307692,5,6,14,22,7,12.192307692307692,5,Graduate
Single,Tourism,Portuguese,130.3,Female,18,0,6,6,6,12.833333333333334,0,0,6,7,6,12.333333333333334,0,Graduate
Single,Management,Portuguese,119.9,Female,19,0,5,8,5,12.875,0,0,5,6,5,11.833333333333334,0,Graduate
Single,Social Service,Portuguese,110.5,Female,22,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,Graduate
Single,Agronomy,Portuguese,160.0,Female,21,0,6,11,6,13.428571428571429,0,0,6,12,6,12.857142857142858,0,Graduate
Single,Veterinary Nursing,Portuguese,118.6,Female,21,0,6,6,6,14.5,0,0,6,8,6,14.666666666666666,0,Graduate
Single,Basic Education,Portuguese,112.3,Female,20,0,7,7,7,12.142857142857142,0,0,7,7,7,12.857142857142858,0,Graduate
Married,Management,Portuguese,124.4,Female,19,0,5,6,4,11.25,0,0,5,10,3,11.714285714285714,0,Enrolled
Single,Nursing,Portuguese,125.0,Female,18,0,7,7,6,13.9,0,0,7,7,6,13.9,0,Graduate
Single,Nursing,Portuguese,105.8,Female,26,0,7,12,3,13.766666666666666,0,0,7,11,3,12.066666666666668,0,Dropout
Single,Management,Portuguese,121.5,Female,31,13,15,17,13,11.615384615384617,0,11,14,14,11,12.545454545454543,0,Dropout
Single,Social Service,Portuguese,134.2,Female,18,0,6,6,6,15.166666666666666,0,0,6,7,6,14.142857142857142,0,Graduate
Divorced,Management,Portuguese,130.0,Female,35,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Veterinary Nursing,Portuguese,122.8,Female,19,0,5,10,2,14.5,1,0,5,9,3,11.333333333333334,0,Enrolled
Single,Social Service,Portuguese,108.7,Female,19,0,6,9,5,10.8,0,0,6,8,6,10.714285714285714,0,Graduate
Single,Nursing,Portuguese,136.7,Female,18,0,7,7,7,13.995714285714287,0,0,8,9,8,14.955555555555556,0,Graduate
Single,Veterinary Nursing,Portuguese,119.1,Female,20,0,6,8,6,13.285714285714286,0,0,6,16,6,11.8,0,Graduate
Single,Animation and Multimedia Design,Portuguese,151.3,Female,19,6,12,12,12,12.75,0,4,11,16,11,13.25,0,Graduate
Single,Social Service,Portuguese,108.3,Female,21,0,6,15,2,10.5,0,0,6,8,5,12.4,0,Enrolled
Single,Basic Education,Portuguese,127.4,Female,18,0,7,7,7,12.714285714285714,0,0,7,7,7,12.285714285714286,0,Graduate
Single,Nursing,Portuguese,124.0,Female,23,0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,Graduate
Single,Communication Design,Portuguese,155.0,Female,21,0,6,7,5,13.0,0,0,6,6,6,12.666666666666666,0,Graduate
Single,Management,Portuguese,114.0,Female,19,0,5,7,5,12.2,0,0,5,6,5,11.2,0,Graduate
Single,Management,Portuguese,118.9,Female,19,0,5,8,4,12.8,0,0,5,10,3,14.5,0,Enrolled
Single,Veterinary Nursing,Portuguese,160.0,Female,20,7,11,15,11,13.785714285714286,0,4,9,9,9,13.88888888888889,0,Graduate
Single,Management,Portuguese,126.1,Female,18,0,5,5,0,0.0,0,0,5,9,4,13.25,2,Enrolled
Single,Nursing,Portuguese,136.5,Female,18,0,8,8,8,14.50125,0,0,8,8,8,14.50125,0,Graduate
Married,Nursing,Portuguese,122.3,Female,19,0,7,7,6,14.35,0,0,7,7,6,14.35,0,Graduate
Single,Communication Design,Portuguese,128.0,Female,21,0,6,6,6,11.5,0,0,6,6,6,12.333333333333334,0,Graduate
Single,Social Service,Portuguese,156.5,Female,18,0,6,8,6,11.714285714285714,0,0,6,6,6,14.666666666666666,0,Graduate
Single,Advertising and Marketing Management,Portuguese,125.7,Female,20,0,6,9,6,13.571428571428571,0,0,6,10,5,13.6,0,Enrolled
Single,Journalism and Communication,Portuguese,143.0,Female,18,0,6,6,5,13.0,0,0,6,6,6,13.666666666666666,0,Graduate
Single,Nursing,Portuguese,131.9,Female,18,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,Graduate
Married,Management (evening attendance),Portuguese,113.7,Female,32,1,5,5,5,10.2,0,0,5,9,4,11.25,0,Enrolled
Single,Animation and Multimedia Design,Portuguese,155.1,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Basic Education,Portuguese,121.1,Female,19,0,6,8,5,12.2,0,0,6,8,5,11.8,0,Enrolled
Single,Nursing,Portuguese,130.3,Female,18,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,Graduate
Single,Nursing,Portuguese,123.3,Female,18,0,8,8,0,0.0,8,0,8,8,0,0.0,8,Dropout
Single,Journalism and Communication,Portuguese,117.4,Female,20,0,6,7,6,13.833333333333334,0,0,6,6,6,12.833333333333334,0,Graduate
Single,Advertising and Marketing Management,Portuguese,140.3,Female,19,0,6,7,6,13.428571428571429,0,0,6,6,4,14.0,0,Enrolled
Single,Nursing,Portuguese,120.0,Female,19,0,8,8,7,12.454285714285716,0,0,8,8,7,12.454285714285716,0,Graduate
Single,Management,Portuguese,133.4,Female,18,0,5,9,1,11.0,1,0,5,10,0,0.0,0,Enrolled
Single,Nursing,Portuguese,126.7,Female,18,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,129.3,Female,18,0,7,8,6,13.271666666666668,0,0,8,11,7,12.94375,0,Graduate
Single,Nursing,Portuguese,125.7,Female,20,0,7,8,6,13.548333333333334,0,0,8,11,6,14.775,0,Enrolled
Single,Journalism and Communication,Portuguese,144.8,Female,19,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,Enrolled
Single,Tourism,Portuguese,98.6,Female,21,0,6,16,2,11.0,0,0,6,12,0,0.0,0,Dropout
Single,Basic Education,Portuguese,126.9,Female,19,0,7,7,7,13.285714285714286,0,0,7,7,7,14.428571428571429,0,Graduate
Single,Social Service,Portuguese,146.7,Female,20,0,6,6,6,13.333333333333334,0,0,6,7,6,14.0,0,Graduate
Single,Nursing,Portuguese,117.0,Female,21,0,8,8,8,13.2575,0,0,8,8,8,13.2575,0,Graduate
Single,Veterinary Nursing,Portuguese,130.0,Female,23,0,6,7,0,0.0,0,0,6,7,0,0.0,0,Dropout
Single,Social Service,Portuguese,125.8,Female,18,0,6,10,6,12.666666666666666,0,0,6,6,2,11.5,0,Dropout
Married,Management (evening attendance),Portuguese,160.0,Female,30,0,5,5,5,14.6,0,0,5,5,5,15.4,0,Dropout
Single,Veterinary Nursing,Portuguese,134.2,Female,20,0,5,13,0,0.0,5,0,5,5,0,0.0,5,Dropout
Married,Management,Portuguese,96.0,Female,29,3,5,7,3,12.333333333333334,0,0,5,8,0,0.0,0,Dropout
Single,Management,Portuguese,101.8,Female,24,0,5,5,5,10.8,0,0,5,11,2,11.0,0,Enrolled
Single,Social Service,Portuguese,125.2,Female,20,0,6,7,6,11.666666666666666,0,0,6,10,6,11.333333333333334,0,Graduate
Single,Social Service (evening attendance),Portuguese,100.0,Female,27,0,6,6,4,12.5,0,0,6,6,6,14.333333333333334,0,Dropout
Married,Management,Portuguese,140.0,Female,23,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout
Single,Communication Design,Portuguese,120.0,Female,23,0,6,6,6,15.333333333333334,0,0,6,6,6,14.166666666666666,0,Graduate
Single,Nursing,Portuguese,134.3,Female,18,0,8,8,7,14.2,0,0,8,8,7,14.2,0,Graduate
Single,Journalism and Communication,Portuguese,144.7,Female,19,0,6,6,6,14.833333333333334,0,0,6,6,6,14.666666666666666,0,Graduate
Single,Nursing,Portuguese,131.9,Female,19,0,7,7,7,13.642857142857142,0,0,8,8,8,14.3875,0,Dropout
Single,Journalism and Communication,Portuguese,136.7,Female,18,0,6,6,6,13.833333333333334,0,0,6,6,6,14.0,0,Dropout
Single,Communication Design,Portuguese,129.8,Female,19,0,6,6,6,11.833333333333334,0,0,6,7,6,13.0,0,Graduate
Single,Journalism and Communication,Portuguese,146.5,Female,18,0,6,7,6,13.428571428571429,0,0,6,10,6,13.5,0,Graduate
Single,Management (evening attendance),Portuguese,122.5,Female,29,8,13,16,8,10.5,0,8,12,19,9,10.333333333333334,0,Enrolled
Single,Oral Hygiene,Portuguese,117.8,Female,24,0,7,10,6,11.416666666666666,0,0,8,9,8,11.9625,0,Graduate
Single,Oral Hygiene,Portuguese,106.0,Female,19,0,7,16,2,12.75,0,0,7,12,2,11.0,0,Dropout
Single,Oral Hygiene,Portuguese,119.0,Female,19,0,7,10,6,11.15,0,0,7,7,7,12.814285714285717,0,Enrolled
Single,Advertising and Marketing Management,Portuguese,115.1,Female,19,0,6,8,3,11.666666666666666,0,0,6,11,5,13.625,0,Enrolled
Single,Tourism,Portuguese,116.9,Female,20,0,6,7,6,11.5,0,0,6,8,5,12.4,0,Graduate
Single,Journalism and Communication,Portuguese,141.7,Female,18,0,6,6,6,13.833333333333334,0,0,6,6,6,12.666666666666666,0,Graduate
Single,Communication Design,Portuguese,127.7,Female,18,1,6,8,6,11.714285714285714,1,0,6,11,4,11.333333333333334,0,Dropout
Single,Nursing,Portuguese,122.1,Female,19,0,7,8,7,11.678571428571429,0,0,8,10,7,13.0375,0,Graduate
Single,Veterinary Nursing,Portuguese,153.5,Female,19,0,6,7,6,15.714285714285714,0,0,6,6,6,14.666666666666666,0,Dropout
Single,Animation and Multimedia Design,Portuguese,141.4,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Journalism and Communication,Portuguese,135.8,Female,19,0,6,6,6,13.0,0,0,6,7,6,13.0,0,Graduate
