Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Married,1st phase - general contingent,1,Agronomy,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,120.5,Yes,No,Yes,Yes,Male,No,35,No,14,17,17,14,10.642857142857142,1,12,12,12,12,10.666666666666666,0,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Social Service,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,9th Year - Not Completed,0,4,120.5,No,No,No,No,Male,No,32,No,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,4,Journalism and Communication,Daytime,Secondary Edu,124.0,Portuguese,Degree,Other - 11th Year,2,9,137.0,Yes,No,No,Yes,Male,No,20,No,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,Graduate
Single,Over 23 years old,1,Tourism,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,115.0,No,No,No,Yes,Male,No,36,No,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,10,142.7,No,No,Yes,Yes,Male,Yes,34,No,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,116.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,0,2,116.7,Yes,No,No,Yes,Male,No,21,No,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Change of course,1,Management (evening attendance),Evening,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,3,10,136.1,No,No,No,Yes,Male,Yes,42,No,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,7,134.3,No,No,No,Yes,Male,No,25,No,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout
Single,3rd phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,167.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,6,7,153.0,Yes,No,No,Yes,Male,Yes,18,No,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,9,132.0,No,No,No,Yes,Male,Yes,18,No,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,2,Social Service,Daytime,Secondary Edu,124.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,7,129.6,Yes,No,No,Yes,Male,No,19,No,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,Graduate
Single,Change of course,1,Veterinary Nursing,Daytime,Secondary Edu,110.0,Portuguese,Degree,Basic Ed. 3rd Cycle,4,6,105.0,No,No,Yes,No,Male,No,34,No,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,150.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,5,130.8,No,No,No,Yes,Male,No,20,No,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,123.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,7,7,119.7,No,No,No,Yes,Male,No,20,No,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,152.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,9,132.5,No,No,No,Yes,Male,No,21,No,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Tech Specialization Course,130.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,3,10,130.0,Yes,No,No,Yes,Male,No,19,No,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,4,4,120.0,No,No,Yes,No,Male,No,31,No,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,4,5,150.0,No,No,No,Yes,Male,No,21,No,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,124.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,9,115.6,No,No,No,Yes,Male,Yes,20,No,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate
Single,Change of course,2,Nursing,Daytime,Freq Higher Edu,119.1,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,10,119.1,No,No,No,Yes,Male,No,22,No,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,2,Communication Design,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,3,3,123.5,Yes,Yes,No,No,Male,No,19,No,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 years old,1,Equinculture,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,90,1,120.0,Yes,No,Yes,No,Male,No,41,No,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout
Single,Change of course,1,Nursing,Daytime,Basic Edu 3rd,133.1,Portuguese,Unknown,Unknown,0,0,110.0,Yes,No,No,Yes,Male,No,27,No,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,145.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,10,131.4,No,No,No,Yes,Female,No,19,No,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout
Single,3rd phase - general contingent,2,Nursing,Daytime,Secondary Edu,141.0,Guinean,12th Year of Schooling,12th Year of Schooling,4,3,126.8,Yes,No,No,Yes,Female,Yes,20,Yes,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate
Single,Change of course,4,Nursing,Daytime,Freq Higher Edu,118.9,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,5,9,118.9,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,160.0,No,No,No,Yes,Female,No,35,No,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,5,Journalism and Communication,Daytime,Secondary Edu,111.0,Portuguese,Basic Ed. 3rd Cycle,Other - 11th Year,7,3,115.9,Yes,No,No,Yes,Female,No,22,No,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary Edu,111.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,5,7,109.3,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,123.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,9,113.9,Yes,No,Yes,No,Female,No,18,No,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,133.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,121.8,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate
Single,Holders of other higher courses,1,Nursing,Daytime,Degree,140.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,9,5,140.0,No,No,No,Yes,Female,No,30,No,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,Graduate
Single,3rd phase - general contingent,1,Social Service,Daytime,Secondary Edu,122.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,7,114.7,No,No,Yes,Yes,Female,Yes,18,No,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,7,8,120.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,108.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,9,107.3,No,Yes,No,Yes,Female,Yes,19,No,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,139.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,5,3,136.2,No,No,No,Yes,Female,No,19,No,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,2,Oral Hygiene,Daytime,Secondary Edu,130.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,3,8,119.5,Yes,No,No,Yes,Female,Yes,21,No,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate
Single,3rd phase - general contingent,1,Basic Education,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,141,182,106.0,Yes,No,Yes,Yes,Female,No,21,No,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,4,Advertising and Marketing Management,Daytime,Secondary Edu,130.0,Portuguese,12th Year of Schooling,12th Year of Schooling,9,9,124.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,3,Management,Daytime,Secondary Edu,143.0,Portuguese,12th Year of Schooling,12th Year of Schooling,5,7,133.2,Yes,No,No,Yes,Female,Yes,18,No,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate
Divorced,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary Edu,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,90,90,110.0,No,No,No,No,Female,No,35,No,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary Edu,120.0,Brazilian,12th Year of Schooling,12th Year of Schooling,9,6,114.8,Yes,No,No,Yes,Female,No,21,Yes,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,7,130.0,Yes,No,No,Yes,Male,Yes,18,No,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,5,Communication Design,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,5,5,122.6,Yes,No,No,Yes,Male,No,22,No,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,134.0,Portuguese,Basic Ed. 2nd Cycle,12th Year of Schooling,9,6,133.5,Yes,No,No,Yes,Male,Yes,20,No,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Tourism,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,4,7,120.0,Yes,No,No,Yes,Female,No,34,No,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate
Married,Holders of other higher courses,1,Management,Daytime,Degree,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,120.0,No,No,No,Yes,Female,No,33,No,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary Edu,142.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,9,137.3,Yes,No,No,Yes,Female,Yes,22,No,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,3,Tourism,Daytime,Secondary Edu,127.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,6,123.5,Yes,No,No,Yes,Female,Yes,20,No,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled
Married,Over 23 years old,1,Management,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,6,10,131.8,No,No,No,Yes,Female,No,35,No,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled
Married,Over 23 years old,1,Management,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,4,7,130.0,Yes,No,No,No,Female,No,39,No,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
Single,3rd phase - general contingent,6,Nursing,Daytime,Secondary Edu,142.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,5,128.0,Yes,No,No,No,Female,No,19,No,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout
Divorced,Over 23 years old,1,Tourism,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,8,95.0,No,No,No,Yes,Female,Yes,36,No,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,124.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,116.0,Yes,No,No,Yes,Female,Yes,21,No,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,157.0,Portuguese,Degree,Basic Ed. 2nd Cycle,1,5,136.7,Yes,No,No,Yes,Female,No,22,No,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled
Married,Over 23 years old,1,Social Service,Daytime,Secondary Edu,126.6,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,7,107.5,No,No,Yes,Yes,Female,Yes,42,No,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary Edu,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,90,90,108.4,Yes,No,No,Yes,Female,No,34,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,144.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,4,130.7,Yes,No,No,Yes,Female,No,20,No,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
Married,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Tech Specialization Course,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,10,155.9,No,No,No,Yes,Female,No,33,No,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,4,Tourism,Daytime,Secondary Edu,105.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,6,106.1,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary Edu,130.0,Portuguese,7th Year of Schooling,8th Year,0,5,128.6,Yes,No,Yes,Yes,Female,No,19,No,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate
Married,Change of course,1,Management (evening attendance),Evening,Degree,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,4,140.0,No,No,Yes,Yes,Female,No,34,No,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,138.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,6,145.0,Yes,No,No,Yes,Female,No,18,No,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Social Service (evening attendance),Evening,Secondary Edu,120.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,6,6,113.0,No,No,No,Yes,Female,Yes,24,No,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 3rd Cycle,Other - 11th Year,9,7,137.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,119.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,10,6,119.7,Yes,No,No,Yes,Female,No,20,No,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,121.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,3,120.5,Yes,No,No,Yes,Female,No,21,No,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,5,Social Service,Daytime,Secondary Edu,126.0,Portuguese,Basic Ed. 2nd Cycle,12th Year of Schooling,9,5,125.7,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,5,7,125.5,No,No,No,Yes,Female,Yes,19,No,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,5,124.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,5,126.0,No,No,No,Yes,Female,Yes,38,No,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,4,136.2,Yes,No,Yes,Yes,Male,No,21,No,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled
Single,Change of course,1,Management,Daytime,Secondary Edu,127.0,Mozambican,12th Year of Schooling,Doctorate,9,10,124.2,Yes,No,No,Yes,Male,No,23,Yes,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled
Single,2nd phase - general contingent,5,Nursing,Daytime,Secondary Edu,147.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,4,3,138.5,Yes,No,No,Yes,Female,No,19,No,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,5,3,122.3,Yes,No,Yes,No,Female,No,18,No,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,6,Animation and Multimedia Design,Daytime,Secondary Edu,134.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,5,5,126.0,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,6,135.4,Yes,No,No,Yes,Female,No,24,No,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,151.0,German,12th Year of Schooling,12th Year of Schooling,5,9,146.5,No,No,No,Yes,Female,Yes,18,Yes,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary Edu,132.0,Portuguese,Degree,12th Year of Schooling,4,9,121.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,14.5,0,0,6,9,6,12.857142857142858,0,13.9,-0.3,0.79,Graduate
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Degree (1st cycle),130.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,7,3,130.0,No,No,No,Yes,Female,No,26,No,5,10,13,8,12.666666666666666,0,5,10,12,10,13.4,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,126.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,115.2,No,No,Yes,Yes,Female,No,19,No,0,5,13,1,10.0,0,0,5,8,2,10.0,0,12.4,0.5,1.79,Enrolled
Single,3rd phase - general contingent,3,Advertising and Marketing Management,Daytime,Secondary Edu,119.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,9,9,115.2,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary Edu,123.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,5,5,125.1,No,No,No,Yes,Female,No,19,No,0,6,12,4,11.0,0,0,6,6,4,12.5,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary Edu,106.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,108.0,Yes,No,Yes,Yes,Female,No,20,No,0,5,10,2,12.0,2,0,5,9,4,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,3,Tourism,Daytime,Secondary Edu,121.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,125.9,Yes,No,No,Yes,Female,No,22,No,0,6,10,4,10.0,0,0,6,12,2,13.5,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,138.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,5,5,128.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,14.20857142857143,0,0,8,9,8,15.127777777777778,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary Edu,118.0,Portuguese,Degree,12th Year of Schooling,5,10,113.5,Yes,No,No,Yes,Female,No,20,No,0,7,7,7,14.30714285714286,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Management,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,5,124.6,No,No,No,Yes,Female,No,36,No,0,5,8,3,11.0,0,0,5,12,4,13.375,0,10.8,1.4,1.74,Enrolled
Single,Over 23 years old,1,Basic Education,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 3rd Cycle,Master's,9,4,116.0,Yes,No,No,Yes,Female,No,29,No,0,7,14,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary Edu,141.0,Portuguese,Degree,Degree,2,2,124.9,Yes,No,No,Yes,Female,No,19,No,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate
Facto Union,Over 23 years old,1,Management,Daytime,Secondary Edu,180.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,8,140.5,No,No,Yes,No,Female,No,24,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
